longitude,latitude,housing_median_age,total_rooms,total_bedrooms,median_house_value
-122.42,37.64,41,98,20,212500
-122.43,37.63,15,2748,997,144200
-122.42,37.63,46,66,11,275000
-122.41,37.63,37,1252,275,228500
-122.41,37.63,35,865,226,229100
-122.4,37.62,44,1619,362,224200
-122.41,37.64,38,1204,268,215400
-122.4,37.61,35,2084,549,318400
-122.38,37.6,33,2577,590,265100
-122.39,37.6,36,1770,499,273100
-122.41,37.61,42,1602,262,336400
-122.41,37.61,43,1934,303,347400
-122.41,37.6,31,4424,834,412000
-122.42,37.6,34,3562,565,405100
-122.41,37.6,26,2754,402,466900
-122.41,37.59,34,3931,622,450000
-122.41,37.59,40,2401,383,422400
-122.4,37.6,30,5351,1134,369300
-122.4,37.6,52,1380,203,420300
-122.39,37.6,44,2304,384,387100
-122.39,37.6,34,707,,340900
-122.39,37.59,32,4497,,500001
-122.4,37.59,22,2754,477,500001
-122.38,37.59,31,3052,844,457700
-122.38,37.59,44,2089,348,459200
-122.39,37.58,36,6026,852,500001
-122.4,37.58,26,3281,,500001
-122.39,37.59,33,2064,299,500001
-122.39,37.57,35,520,83,450000
-122.37,37.6,26,15,3,350000
-122.37,37.59,39,4645,1196,353800
-122.38,37.59,49,1657,266,378100
-122.37,37.59,52,2272,403,500000
-122.37,37.58,52,2188,361,500000
-122.38,37.58,52,1704,226,500001
-122.38,37.58,52,2039,299,500001
-122.36,37.58,52,3084,595,374200
-122.36,37.58,37,3325,734,434000
-122.37,37.58,43,2506,432,500001
-122.37,37.58,52,1900,290,500001
-122.34,37.59,44,1395,269,386400
-122.33,37.58,40,2362,468,359900
-122.34,37.58,50,2784,743,372200
-122.35,37.58,52,2495,458,410800
-122.36,37.59,20,2638,854,350600
-122.35,37.58,30,5039,1564,345000
-122.35,37.58,26,854,246,375000
-122.34,37.57,39,2647,616,433800
-122.35,37.57,52,2059,345,500001
-122.37,37.58,34,2697,313,500001
-122.36,37.57,35,1774,205,500001
-122.36,37.56,32,4684,540,500001
-122.37,37.56,21,7189,874,500001
-122.34,37.56,39,3562,391,500001
-122.34,37.55,25,4470,518,500001
-122.36,37.54,23,6184,747,500001
-122.35,37.56,52,1659,191,500001
-122.34,37.57,52,2635,408,500001
-122.34,37.57,52,2547,373,500001
-122.35,37.57,52,2170,269,500001
-122.34,37.57,28,3751,949,300000
-122.33,37.57,43,2543,621,318400
-122.33,37.57,27,3085,876,290000
-122.33,37.58,27,5144,1481,287900
-122.33,37.58,28,2784,736,285400
-122.31,37.6,34,3225,726,273000
-122.31,37.58,44,1990,442,258300
-122.31,37.57,45,1165,236,267300
-122.33,37.58,43,1772,422,233100
-122.32,37.57,42,2574,614,237900
-122.32,37.57,33,3384,819,234800
-122.32,37.57,52,499,148,256300
-122.31,37.57,42,3157,676,292600
-122.32,37.56,44,537,173,250000
-122.33,37.57,20,2126,643,283300
-122.32,37.56,9,1150,287,237500
-122.33,37.56,34,6394,1619,500001
-122.32,37.56,49,2016,299,500001
-122.32,37.56,26,2339,704,415000
-122.33,37.56,50,1975,245,500001
-122.32,37.55,50,2501,433,500001
-122.33,37.55,51,2565,332,500001
-122.34,37.55,44,2465,328,500001
-122.31,37.56,52,2351,494,356900
-122.31,37.55,52,900,183,296400
-122.32,37.55,46,1437,266,369700
-122.32,37.55,44,2151,411,397100
-122.33,37.55,33,2199,312,500001
-122.32,37.54,34,3661,692,407200
-122.34,37.53,27,3339,481,464600
-122.33,37.53,18,4493,760,413000
-122.35,37.53,27,2169,305,453100
-122.34,37.52,34,3559,560,411200
-122.33,37.53,25,1729,383,458500
-122.32,37.52,17,6645,1034,480800
-122.3,37.53,37,1338,215,376600
-122.3,37.53,40,1833,308,384200
-122.3,37.53,38,984,171,376800
-122.31,37.52,35,1817,262,457200
-122.31,37.53,39,1160,191,379100
-122.3,37.54,39,4292,1097,340500
-122.3,37.53,43,1748,366,337800
-122.29,37.53,41,839,190,368200
-122.31,37.54,45,1222,220,396900
-122.31,37.54,46,2444,397,388200
-122.31,37.53,41,1608,269,361700
-122.32,37.53,39,2795,464,387100
-122.31,37.55,27,3931,933,354100
-122.31,37.54,49,1340,281,393800
-122.31,37.54,38,1946,407,385400
-122.31,37.54,42,1159,261,352800
-122.3,37.55,35,3675,735,342800
-122.31,37.55,45,507,140,272900
-122.31,37.56,45,1685,321,309700
-122.31,37.56,36,1727,340,316000
-122.31,37.56,45,1792,301,330100
-122.31,37.56,40,1351,330,292900
-122.31,37.57,37,1437,305,273700
-122.31,37.57,31,2197,477,271100
-122.3,37.57,36,1973,352,270900
-122.3,37.56,37,1962,367,271800
-122.3,37.57,36,2406,436,276100
-122.29,37.56,34,1693,281,339400
-122.3,37.56,36,1379,228,282000
-122.29,37.56,36,805,140,289400
-122.3,37.56,35,1873,351,274800
-122.29,37.56,12,6474,1467,305800
-122.26,37.55,17,4576,814,443800
-122.26,37.55,17,1321,425,500001
-122.27,37.55,16,4789,816,338200
-122.26,37.54,16,2118,333,376000
-122.27,37.55,15,1958,282,483300
-122.28,37.55,17,4199,629,375700
-122.27,37.56,17,3211,847,292100
-122.27,37.56,5,4921,1179,322200
-122.26,37.54,13,1422,295,327800
-122.26,37.54,5,3264,442,500001
-122.26,37.54,5,1649,388,417300
-122.27,37.54,5,2140,420,438800
-122.27,37.54,16,3913,565,419700
-122.27,37.54,15,2126,310,500001
-122.26,37.56,23,7283,1342,391000
-122.26,37.57,23,7995,1254,404000
-122.25,37.56,19,7976,1406,430300
-122.29,37.55,27,3789,874,270100
-122.28,37.54,24,5114,1357,293200
-122.29,37.54,43,2268,438,293200
-122.28,37.54,37,991,180,294200
-122.29,37.54,39,1459,285,298100
-122.29,37.54,41,1743,349,282400
-122.29,37.53,35,2043,511,310600
-122.28,37.53,15,5417,1199,438000
-122.28,37.53,34,1980,385,310900
-122.27,37.53,43,1145,230,267400
-122.28,37.53,25,3710,1015,286700
-122.29,37.52,33,4104,751,388100
-122.28,37.52,27,2958,655,397800
-122.28,37.52,29,1526,355,435200
-122.28,37.52,38,2197,357,397900
-122.29,37.52,38,3767,603,386800
-122.3,37.52,38,2769,387,417000
-122.3,37.51,35,2789,445,391000
-122.3,37.52,32,2297,347,382200
-122.31,37.52,24,2328,335,435800
-122.32,37.52,26,4042,591,419200
-122.31,37.5,22,14034,3020,491200
-122.27,37.52,35,1051,259,339700
-122.27,37.51,36,1406,224,414800
-122.29,37.51,35,3040,520,426400
-122.26,37.52,34,483,131,256300
-122.26,37.51,46,672,149,258100
-122.25,37.51,45,989,174,289400
-122.25,37.5,44,348,79,253800
-122.27,37.51,39,3996,793,364900
-122.26,37.51,29,3703,1075,323800
-122.26,37.5,24,2307,510,341500
-122.26,37.5,52,878,186,360500
-122.25,37.5,45,1812,336,345000
-122.25,37.49,43,2607,477,349600
-122.25,37.49,40,2709,521,395500
-122.25,37.49,44,4420,743,394700
-122.26,37.5,44,6983,1131,374800
-122.28,37.51,33,4719,,405000
-122.28,37.5,33,6499,998,431300
-122.28,37.49,25,7335,1157,500001
-122.28,37.49,29,4148,635,457200
-122.27,37.48,26,3542,507,500001
-122.26,37.48,34,4453,682,451300
-122.29,37.48,15,5480,892,500001
-122.27,37.47,44,3022,473,495900
-122.26,37.46,26,5067,750,500001
-122.28,37.47,44,863,114,500001
-122.24,37.47,41,1183,203,314100
-122.25,37.48,37,3507,569,440300
-122.24,37.47,40,1504,270,308800
-122.25,37.47,38,645,124,305000
-122.25,37.47,35,3183,515,383200
-122.25,37.48,45,2743,390,500001
-122.24,37.48,45,4126,696,362100
-122.24,37.48,40,4459,1027,361900
-122.24,37.48,47,2423,407,362700
-122.24,37.49,30,2956,590,427600
-122.24,37.49,38,4105,950,265600
-122.21,37.48,39,1535,340,247200
-122.23,37.49,11,840,329,241700
-122.21,37.49,24,2528,947,225000
-122.22,37.48,47,2570,783,229500
-122.22,37.48,34,1541,584,250000
-122.24,37.49,19,322,112,500001
-122.24,37.55,3,6164,1175,435900
-122.25,37.53,16,4428,664,422500
-122.26,37.53,4,5233,1109,311800
-122.25,37.52,14,1472,291,366000
-122.21,37.52,18,2962,945,87500
-122.19,37.48,35,7067,1646,265300
-122.21,37.48,20,505,216,237500
-122.21,37.48,37,1326,335,218100
-122.2,37.48,32,640,166,270000
-122.2,37.48,41,733,155,233600
-122.2,37.48,30,1170,258,263500
-122.19,37.48,45,886,165,267000
-122.19,37.48,38,1300,269,286900
-122.19,37.47,44,1371,263,312300
-122.2,37.47,44,1927,332,278200
-122.2,37.47,37,1053,266,320800
-122.2,37.47,37,1403,369,232800
-122.21,37.47,33,1266,415,202800
-122.21,37.47,26,1777,555,211000
-122.21,37.47,43,733,162,255300
-122.22,37.47,23,7740,1943,322800
-122.22,37.47,35,367,113,166700
-122.22,37.47,28,5956,1612,272800
-122.23,37.48,33,3108,805,267700
-122.23,37.47,39,5264,1259,276600
-122.23,37.48,38,1578,399,298400
-122.24,37.47,35,2283,491,318600
-122.24,37.47,36,2021,433,303100
-122.23,37.46,33,2643,464,363700
-122.23,37.46,26,4670,1039,333800
-122.25,37.46,33,6841,950,443300
-122.24,37.46,36,4686,781,343500
-122.26,37.45,17,2742,441,496000
-122.23,37.46,36,6090,1057,343600
-122.22,37.46,37,2586,495,342700
-122.23,37.45,34,4177,723,395100
-122.23,37.45,29,1617,235,469900
-122.22,37.46,13,2888,546,409300
-122.2,37.46,40,1723,208,500001
-122.2,37.44,31,2328,270,500001
-122.22,37.44,32,4281,501,500001
-122.21,37.46,48,2560,322,500001
-122.21,37.46,40,1777,207,500001
-122.18,37.46,40,2529,293,500001
-122.2,37.47,40,2959,389,500001
-122.18,37.47,37,2848,328,500001
-122.16,37.47,44,2581,437,341700
-122.17,37.48,39,2427,401,352700
-122.16,37.47,33,3687,852,162600
-122.16,37.48,36,2238,479,157300
-122.14,37.5,46,30,4,500001
-122.14,37.48,36,1210,236,148900
-122.14,37.47,36,2081,412,160600
-122.12,37.48,36,880,177,159400
-122.13,37.47,25,1630,353,173400
-122.13,37.46,37,1576,334,159400
-122.13,37.46,35,1321,300,159600
-122.12,37.45,38,1276,314,155700
-122.13,37.46,31,2247,573,185600
-122.13,37.47,30,1480,294,166700
-122.14,37.47,37,3373,815,156600
-122.15,37.47,37,1844,382,145500
-122.15,37.47,38,1560,301,151500
-122.15,37.46,30,4198,1244,308600
-122.14,37.46,27,5580,2009,189000
-122.15,37.47,39,1295,239,326400
-122.15,37.46,42,1995,412,379600
-122.16,37.46,45,2068,348,417800
-122.16,37.45,50,196,41,412500
-122.16,37.46,32,2663,661,410200
-122.17,37.46,47,2312,332,500001
-122.19,37.46,34,5419,1183,500001
-122.17,37.45,33,1828,396,500001
-122.17,37.45,35,1025,242,500001
-122.18,37.45,43,2061,437,460200
-122.18,37.45,37,5257,1360,394300
-122.19,37.45,18,1636,414,464600
-122.18,37.44,44,2237,347,500001
-122.19,37.44,38,3383,456,500001
-122.19,37.44,39,4402,618,500001
-122.2,37.43,38,3626,528,500001
-122.21,37.44,35,1140,193,500001
-122.2,37.43,40,2223,412,444500
-122.19,37.43,39,2392,420,472800
-122.2,37.43,22,3294,744,500001
-122.21,37.43,33,1606,254,500001
-122.21,37.43,23,5741,1012,500001
-122.23,37.42,16,1945,320,500001
-122.19,37.42,47,932,167,500001
-122.21,37.43,20,975,134,500001
-122.21,37.42,28,564,72,500001
-122.2,37.4,37,1296,194,500001
-122.2,37.4,30,2612,338,500001
-122.21,37.38,28,4518,578,500001
-122.2,37.35,17,3095,442,500001
-122.21,37.37,34,1476,217,500001
-122.22,37.37,26,440,202,350000
-122.22,37.36,34,1559,243,500001
-122.22,37.4,32,2297,287,500001
-122.25,37.45,34,2999,365,500001
-122.27,37.45,41,830,136,500001
-122.24,37.43,36,2410,361,500001
-122.27,37.43,33,1601,223,500001
-122.25,37.39,33,370,42,500001
-122.26,37.38,28,1103,164,500001
-122.29,37.41,30,6373,854,500001
-122.46,37.51,23,949,151,411300
-122.47,37.5,18,2297,416,334600
-122.47,37.5,25,950,259,319200
-122.48,37.51,22,1564,278,318500
-122.47,37.51,15,4974,764,364300
-122.44,37.52,16,7077,1179,345100
-122.53,37.5,19,4768,807,331100
-122.49,37.54,15,3456,545,368000
-122.51,37.53,17,1574,262,355800
-122.5,37.51,11,749,137,371800
-122.49,37.5,21,1209,309,500000
-122.43,37.43,17,11999,2249,354300
-122.34,37.46,21,1799,293,500001
-122.38,37.34,33,1054,209,456300
-122.33,37.39,52,573,102,500001
-122.27,37.32,37,2607,534,277700
-122.27,37.24,30,2762,593,319400
-122.38,37.18,52,1746,315,286100
-119.77,34.44,24,5652,1313,295300
-119.78,34.45,9,1830,353,450000
-119.79,34.45,24,2746,433,348700
-119.75,34.45,26,3578,677,395000
-119.75,34.44,28,1080,298,327300
-119.76,34.44,28,1985,582,290900
-119.75,34.45,6,2864,,263800
-119.78,34.48,21,2377,322,500001
-119.75,34.5,26,3563,579,438400
-119.78,34.45,23,2077,306,500001
-119.73,34.44,38,1729,,357500
-119.73,34.43,35,2703,654,340400
-119.74,34.44,26,4257,1031,294500
-119.72,34.43,30,2491,656,279500
-119.72,34.43,27,984,299,275000
-119.72,34.43,46,1332,329,357400
-119.72,34.43,36,1156,309,320600
-119.72,34.43,33,1028,377,243800
-119.71,34.43,18,1170,372,255000
-119.71,34.42,31,1643,499,267000
-119.71,34.43,47,1572,417,279200
-119.72,34.44,50,3265,509,500001
-119.71,34.44,52,1837,343,443000
-119.7,34.43,37,1462,306,418400
-119.71,34.43,48,2408,536,458600
-119.7,34.43,39,1486,467,320600
-119.7,34.43,52,977,289,300000
-119.7,34.47,32,3725,569,500001
-119.72,34.47,34,3262,533,381800
-119.71,34.45,35,2183,363,384400
-119.71,34.44,41,2220,367,376000
-119.72,34.44,43,1781,342,293800
-119.72,34.44,39,1489,304,289900
-119.73,34.44,48,2114,390,351100
-119.73,34.45,44,2261,328,415600
-119.74,34.44,27,1251,282,353000
-119.74,34.45,29,2526,388,383100
-119.69,34.44,41,1989,271,500001
-119.69,34.43,44,2440,485,443600
-119.7,34.43,35,1402,369,318800
-119.69,34.43,43,1257,311,280600
-119.69,34.43,37,2801,497,387700
-119.68,34.44,23,2600,398,500001
-119.67,34.47,35,2700,422,500001
-119.66,34.44,26,2790,413,500001
-119.66,34.43,27,5509,1059,500001
-119.67,34.44,32,3202,537,463800
-119.69,34.43,30,1273,343,228100
-119.68,34.43,33,1961,462,236000
-119.68,34.43,49,1785,386,251200
-119.67,34.38,28,1814,526,364300
-119.68,34.42,38,1452,354,236800
-119.67,34.43,39,1467,381,241400
-119.67,34.42,37,1673,444,246700
-119.67,34.42,23,1333,393,232600
-119.7,34.43,52,1364,460,293800
-119.7,34.42,52,329,109,350000
-119.7,34.42,41,725,239,362500
-119.69,34.42,17,1826,544,253600
-119.69,34.42,52,302,112,258300
-119.71,34.42,52,1838,692,237500
-119.71,34.42,49,1560,436,246900
-119.71,34.42,39,1172,322,259100
-119.71,34.42,50,840,279,258300
-119.7,34.42,43,1802,557,247900
-119.7,34.41,52,1526,458,226500
-119.72,34.42,37,1635,427,264700
-119.72,34.42,31,1524,383,250000
-119.72,34.42,49,1610,370,260100
-119.72,34.42,52,1759,387,261000
-119.71,34.42,52,1411,324,252900
-119.71,34.42,23,2068,658,230800
-119.71,34.41,31,1034,319,231800
-119.73,34.35,20,1648,319,335200
-119.71,34.36,34,1706,276,364000
-119.7,34.36,35,1604,334,336400
-119.71,34.4,36,1846,358,326800
-119.7,34.4,25,1858,493,312500
-119.72,34.41,35,871,145,341800
-119.71,34.4,27,3782,771,395100
-119.71,34.41,18,1225,317,255000
-119.7,34.41,19,1215,360,226500
-119.7,34.41,19,2086,575,236100
-119.69,34.38,39,1383,459,281300
-119.69,34.41,44,1208,357,500000
-119.75,34.43,23,2982,837,283200
-119.74,34.43,26,3119,562,340400
-119.75,34.4,31,1997,299,500001
-119.73,34.43,27,1448,404,261000
-119.73,34.42,23,1364,227,413900
-119.73,34.42,25,2024,312,392800
-119.72,34.41,35,1853,375,335300
-119.74,34.41,30,2365,417,346200
-119.73,34.41,29,1769,297,350000
-119.72,34.41,26,1648,378,335000
-119.74,34.35,34,1664,292,329400
-119.74,34.38,32,1479,287,322600
-119.63,34.42,42,1765,263,500001
-119.64,34.43,34,3045,570,500001
-119.63,34.4,29,3865,814,500001
-119.64,34.43,32,1872,318,500001
-119.61,34.45,33,3597,519,500001
-119.63,34.44,37,3188,442,500001
-119.61,34.43,16,2665,391,500001
-119.53,34.41,8,1705,400,297400
-119.52,34.41,20,4489,800,279700
-119.51,34.4,24,3422,596,301300
-119.51,34.4,15,1112,256,314300
-119.52,34.39,23,1414,365,250000
-119.51,34.39,32,1921,394,346000
-119.52,34.4,20,1834,477,251000
-119.53,34.38,22,2323,727,300000
-119.53,34.4,14,1671,383,248700
-119.51,34.46,28,3506,563,500001
-119.55,34.38,17,1951,368,500001
-119.57,34.38,22,2512,426,425000
-119.59,34.43,28,2718,542,500001
-119.59,34.39,35,622,170,335000
-119.5,34.35,39,308,38,500001
-119.49,34.39,17,4617,982,230600
-119.72,34.77,35,2469,553,62100
-120.18,34.75,17,2074,382,400000
-120.27,34.72,14,1289,277,230800
-120.18,34.62,25,1337,219,226400
-120.2,34.63,14,2647,515,227900
-120.2,34.61,15,2958,690,215200
-120.13,34.63,11,2137,339,394900
-120.12,34.6,10,2426,426,290900
-120.14,34.6,22,2136,465,243100
-120.16,34.61,17,921,189,500001
-120.14,34.59,9,2536,499,309800
-120.14,34.59,24,1601,282,259800
-120.04,34.72,13,3942,585,500001
-120.11,34.66,18,1348,238,289400
-120.08,34.64,18,2375,429,375000
-120.08,34.62,11,3478,588,272300
-120.09,34.62,18,2708,382,367000
-120.11,34.62,16,2943,394,440000
-120.09,34.61,11,586,125,84400
-120.08,34.59,24,1874,319,390200
-120.01,34.54,30,2992,609,292900
-120.44,34.91,12,3189,463,226800
-120.45,34.91,16,712,147,150000
-120.48,34.9,20,3842,630,120100
-120.45,34.88,15,2143,286,269700
-120.44,34.88,9,3124,415,275100
-120.45,34.87,4,1533,221,328700
-120.44,34.87,13,2312,352,194000
-120.45,34.86,23,3415,778,114800
-120.4,34.86,11,1633,348,275000
-120.4,34.85,26,2384,385,157900
-120.41,34.86,15,978,187,158000
-120.43,34.86,17,3172,506,168100
-120.43,34.86,17,1932,347,141500
-120.37,34.9,17,2649,386,326800
-120.33,34.87,24,2590,404,341200
-120.42,34.91,4,6986,1217,212700
-120.43,34.9,27,2019,354,144700
-120.43,34.9,30,2388,393,164000
-120.41,34.88,8,3119,620,165500
-120.42,34.89,24,2020,307,162500
-120.43,34.89,30,1979,342,158000
-120.43,34.89,28,2862,478,158200
-120.43,34.88,22,2580,381,158600
-120.42,34.87,18,2505,376,195700
-120.43,34.87,21,2131,329,193000
-120.43,34.87,26,1699,272,157700
-120.41,34.88,4,3680,559,201700
-120.4,34.87,10,2197,329,199600
-120.41,34.87,32,1997,317,158900
-120.41,34.87,15,1534,251,193600
-120.42,34.95,52,1391,287,131500
-120.42,34.95,33,3404,711,146700
-120.43,34.95,50,1966,413,136100
-120.43,34.95,43,2020,344,181800
-120.42,34.94,32,2844,551,133700
-120.43,34.93,4,2866,648,186500
-120.43,34.93,10,2980,585,218300
-120.43,34.98,21,2725,514,128600
-120.43,34.97,28,1433,270,130100
-120.42,34.96,20,1678,307,160700
-120.43,34.96,24,2739,414,162900
-120.43,34.96,24,1799,470,136900
-120.42,34.96,31,3518,608,151400
-120.42,34.96,19,2298,511,132000
-120.43,34.96,19,2350,631,130800
-120.42,34.97,18,1932,350,139800
-120.41,34.96,16,2299,403,148300
-120.42,34.96,14,2069,343,149800
-120.38,34.96,9,2813,492,226800
-120.41,34.96,21,1774,263,152500
-120.41,34.96,9,2712,428,190100
-120.4,34.95,8,1885,286,261000
-120.47,34.98,6,5762,1115,137300
-120.44,34.97,22,1619,360,110300
-120.44,34.97,26,1705,344,113700
-120.45,34.97,25,1920,380,129300
-120.45,34.97,10,1897,354,131300
-120.44,34.96,29,2374,562,108300
-120.44,34.96,30,1685,315,112500
-120.45,34.96,21,2121,445,117600
-120.45,34.96,11,1299,280,129200
-120.44,34.96,39,1228,379,113300
-120.44,34.96,34,1248,284,104200
-120.45,34.96,26,1949,396,121400
-120.45,34.95,32,1574,447,90200
-120.44,34.94,24,2481,476,147200
-120.47,34.94,17,1368,308,109400
-120.44,34.93,15,868,244,87500
-120.44,34.93,16,2098,558,67500
-120.44,34.95,38,3004,794,106400
-120.45,34.95,10,2207,644,98500
-120.44,34.94,29,1877,516,122700
-120.45,34.95,7,1479,532,162500
-120.45,34.94,26,1058,232,120600
-120.45,34.94,24,1702,447,115500
-120.54,34.97,23,1353,345,97800
-120.57,34.96,27,1401,294,83200
-120.57,34.96,38,1145,297,89100
-120.64,34.97,5,2090,469,86100
-120.6,34.91,44,711,140,73800
-120.59,34.7,29,17738,3114,28300
-120.48,34.7,26,3069,518,136400
-120.46,34.64,11,562,164,118800
-120.46,34.65,22,1298,358,117500
-120.46,34.64,26,2364,604,129400
-120.47,34.64,8,2482,586,120400
-120.47,34.65,31,1438,320,128100
-120.46,34.64,16,686,217,83300
-120.44,34.64,8,787,126,163400
-120.45,34.64,30,2330,422,134600
-120.45,34.64,27,2696,622,135400
-120.45,34.64,40,1051,235,111500
-120.46,34.65,10,2143,593,103300
-120.46,34.65,14,885,223,109300
-120.47,34.65,32,2193,430,130200
-120.47,34.65,16,2549,428,150700
-120.45,34.65,27,2253,382,134700
-120.44,34.65,30,2265,512,134000
-120.45,34.65,27,2215,578,135300
-120.45,34.65,21,1182,243,131600
-120.45,34.65,25,980,276,87500
-120.46,34.63,48,1408,301,146600
-120.46,34.64,37,1697,334,148000
-120.47,34.64,16,1912,406,138000
-120.45,34.64,17,1226,277,112500
-120.45,34.64,34,2571,499,150000
-120.45,34.63,32,1840,309,172400
-120.44,34.66,22,3231,549,142400
-120.45,34.66,7,3329,504,198300
-120.46,34.66,5,2904,702,135200
-120.47,34.66,4,3376,525,166600
-120.39,34.52,40,2162,395,239300
-120.48,34.66,4,1897,331,172600
-120.48,34.65,26,1933,316,134400
-120.45,34.63,25,2445,368,180100
-120.47,34.63,23,2441,463,142200
-120.46,34.74,15,2185,386,223100
-120.45,34.71,21,1868,268,249300
-120.46,34.71,17,2830,430,207200
-120.47,34.7,24,2387,385,152700
-120.47,34.71,21,2535,383,183800
-120.37,34.69,18,1868,315,290600
-120.43,34.7,26,2353,389,125800
-120.43,34.69,33,2054,373,128300
-120.44,34.68,6,2187,277,307400
-119.86,34.42,23,1450,642,225000
-119.88,34.4,25,2741,623,216700
-119.85,34.4,14,2307,650,37500
-119.88,34.43,14,2472,685,229500
-119.88,34.43,16,1734,365,282500
-119.88,34.43,16,2206,541,223100
-119.88,34.42,22,2367,492,312200
-119.91,34.4,24,2001,365,268800
-119.83,34.45,24,2168,373,280900
-119.84,34.44,28,977,162,274300
-119.84,34.45,26,4424,616,331200
-119.85,34.44,28,1765,301,276800
-119.81,34.47,26,4382,618,432200
-119.81,34.46,22,3488,452,384400
-119.85,34.48,23,1915,277,348200
-119.88,34.44,27,4724,793,261400
-119.89,34.44,25,2786,470,268300
-119.89,34.44,25,3160,507,271200
-119.92,34.44,17,2143,324,402600
-120.05,34.47,21,1241,248,425000
-119.86,34.38,28,1062,309,316700
-119.86,34.41,24,1576,580,325000
-119.86,34.38,26,1626,375,187500
-119.81,34.45,24,3678,567,334000
-119.81,34.44,23,3172,588,288900
-119.82,34.45,24,3592,533,333800
-119.83,34.44,26,1739,402,198400
-119.82,34.44,22,2239,475,295400
-119.81,34.44,14,961,305,206300
-119.82,34.43,15,1482,345,112500
-119.82,34.44,16,1414,463,150000
-119.82,34.44,28,1992,531,228200
-119.83,34.44,35,796,281,260000
-119.83,34.43,31,798,346,205000
-119.77,34.43,22,2552,443,342500
-119.77,34.43,28,3318,441,500001
-119.79,34.4,20,3104,415,500001
-119.8,34.44,27,2674,419,280200
-119.8,34.43,27,3143,537,271500
-119.8,34.43,22,2845,500,276400
-119.79,34.44,25,1479,314,271800
-119.78,34.44,28,2864,495,353400
-119.79,34.43,26,3611,563,276200
-121.9,37.36,38,1141,333,182500
-121.89,37.36,37,1525,363,186100
-121.88,37.36,30,2453,573,210700
-121.89,37.35,44,1668,380,181900
-121.9,37.36,47,1007,245,237500
-121.9,37.35,52,1034,239,227100
-121.9,37.35,42,2082,626,185300
-121.9,37.34,50,1345,287,245800
-121.9,37.34,52,241,69,212500
-121.92,37.34,35,357,120,204200
-121.92,37.34,42,2101,524,239200
-121.92,37.34,52,2584,491,391300
-121.92,37.33,52,2009,338,295800
-121.92,37.33,52,2962,557,301100
-121.93,37.33,44,1449,291,292200
-121.93,37.33,44,2142,358,421000
-121.94,37.33,34,1809,317,330500
-121.91,37.34,35,2189,607,240900
-121.91,37.33,28,454,147,187500
-121.91,37.33,52,2562,410,330600
-121.92,37.33,52,2125,382,299500
-121.9,37.33,34,197,44,200000
-121.91,37.33,52,2212,563,209500
-121.89,37.33,49,658,318,200000
-121.9,37.33,11,1283,390,166700
-121.9,37.33,52,1009,231,162500
-121.88,37.34,40,1547,625,212500
-121.89,37.33,6,1495,552,225000
-121.88,37.33,36,1904,689,187500
-121.89,37.35,48,1562,439,177500
-121.89,37.34,46,1197,416,190600
-121.89,37.34,20,1106,494,350000
-121.89,37.34,43,1423,467,204200
-121.88,37.34,52,1390,365,188900
-121.88,37.36,42,2087,402,199000
-121.88,37.35,49,1728,350,193000
-121.89,37.35,47,2879,631,183100
-121.89,37.35,43,1185,296,170800
-121.89,37.35,44,2019,615,193800
-121.88,37.35,43,1086,219,193500
-121.87,37.35,37,1566,375,174500
-121.88,37.34,44,1267,353,194400
-121.88,37.35,52,1704,418,183500
-121.87,37.34,52,1170,215,325900
-121.87,37.34,52,1087,166,309000
-121.87,37.34,39,2479,541,289100
-121.88,37.34,52,867,232,302900
-121.87,37.35,27,3500,1036,153700
-121.86,37.35,46,1448,330,174100
-121.87,37.35,52,1557,424,183700
-121.86,37.34,29,5274,1625,177300
-121.86,37.34,40,2277,508,185200
-121.88,37.33,41,395,164,175000
-121.88,37.33,35,3300,1154,213600
-121.87,37.33,37,3137,685,270300
-121.88,37.33,45,1192,371,205900
-121.89,37.33,42,1279,358,192500
-121.89,37.32,34,1014,246,172500
-121.88,37.32,30,1242,338,169300
-121.88,37.32,40,1331,374,172500
-121.89,37.32,43,1105,241,184900
-121.89,37.32,41,977,265,184800
-121.89,37.31,52,1994,404,223600
-121.9,37.31,52,2125,431,281100
-121.9,37.32,48,1274,313,220600
-121.91,37.32,42,1067,256,180800
-121.91,37.31,16,2962,898,216300
-121.93,37.32,52,1460,492,167500
-121.94,37.33,37,818,269,250000
-121.94,37.32,46,2451,472,225800
-121.93,37.32,51,2711,728,184700
-121.92,37.32,39,836,254,192600
-121.92,37.32,31,1902,554,165600
-121.92,37.32,28,2089,641,198400
-121.93,37.32,50,1135,215,211300
-121.94,37.31,5,2364,578,246400
-121.94,37.31,30,1680,312,280500
-121.94,37.3,26,4348,814,293000
-121.93,37.3,16,1111,226,233300
-121.93,37.31,26,2182,704,229800
-121.92,37.31,34,876,150,241100
-121.92,37.31,26,3242,780,247900
-121.93,37.3,16,2111,485,292500
-121.93,37.31,29,1377,430,252800
-121.92,37.31,13,6035,1551,213900
-121.93,37.3,14,6277,1742,234200
-121.92,37.3,36,2088,358,310100
-121.92,37.3,35,1335,296,345800
-121.91,37.31,28,3104,811,332600
-121.91,37.31,46,3052,587,340000
-121.9,37.3,39,3627,666,345900
-121.91,37.3,43,828,151,327600
-121.91,37.3,31,2095,427,344700
-121.91,37.3,31,616,131,265000
-121.89,37.31,40,1844,340,235200
